# col1: I, col2: V
0.000000000000000000e+00 -1.514999999999997353e-08
1.999999999999999909e-06 3.779999999999945174e-09
3.999999999999999819e-06 4.039000000000000631e-08
6.000000000000000152e-06 5.048000000000006556e-08
7.999999999999999638e-06 7.699000000000000318e-08
9.999999999999999124e-06 9.971000000000014309e-08
1.200000000000000030e-05 1.148500000000000523e-07
1.399999999999999979e-05 1.426200000000000423e-07
1.599999999999999928e-05 1.577700000000000158e-07
1.800000000000000046e-05 1.981600000000000221e-07
1.999999999999999825e-05 1.943700000000000127e-07
2.199999999999999943e-05 2.158300000000001003e-07
2.400000000000000061e-05 2.309800000000000738e-07
2.599999999999999840e-05 2.713700000000000801e-07
2.799999999999999958e-05 3.054400000000001198e-07
2.999999999999999737e-05 3.092300000000001293e-07
3.199999999999999855e-05 3.597200000000000474e-07
3.399999999999999973e-05 4.152499999999999629e-07
3.600000000000000091e-05 5.477800000000000518e-07
3.799999999999999532e-05 9.882800000000000060e-07
3.999999999999999650e-05 2.015700000000000030e-06
4.199999999999999768e-05 3.701969999999999896e-06
4.399999999999999886e-05 5.505619999999999983e-06
4.600000000000000004e-05 7.155290000000000063e-06
4.800000000000000122e-05 8.647190000000000128e-06
4.999999999999999562e-05 1.004189999999999952e-05
5.199999999999999680e-05 1.134699000000000094e-05
5.399999999999999798e-05 1.257004000000000103e-05
5.599999999999999916e-05 1.383980000000000088e-05
5.800000000000000034e-05 1.509566999999999975e-05
5.999999999999999474e-05 1.627832999999999835e-05
6.200000000000000270e-05 1.745089000000000191e-05
6.399999999999999710e-05 1.865123000000000066e-05
6.599999999999999151e-05 1.981999999999999997e-05
6.799999999999999946e-05 2.093829999999999907e-05
6.999999999999999387e-05 2.210959999999999919e-05
7.200000000000000182e-05 2.325062999999999934e-05
7.399999999999999623e-05 2.438785000000000063e-05
7.599999999999999063e-05 2.549731000000000135e-05
7.799999999999999859e-05 2.662822000000000168e-05
7.999999999999999299e-05 2.776671000000000033e-05
8.200000000000000095e-05 2.886102000000000171e-05
8.399999999999999535e-05 2.997425999999999921e-05
8.599999999999998976e-05 3.104836999999999696e-05
8.799999999999999771e-05 3.215530999999999419e-05
8.999999999999999212e-05 3.326475999999999760e-05
9.200000000000000007e-05 3.434013999999999611e-05
9.399999999999999448e-05 3.541298999999999380e-05
9.600000000000000243e-05 3.651739999999999701e-05
9.799999999999999684e-05 3.759781999999999572e-05
9.999999999999999124e-05 3.865805999999999897e-05
1.019999999999999992e-04 3.973216999999999672e-05
1.039999999999999936e-04 4.084288999999999411e-05
1.060000000000000016e-04 4.188039999999999970e-05
1.079999999999999960e-04 4.294062999999999548e-05
1.099999999999999904e-04 4.396806999999999457e-05
1.119999999999999983e-04 4.501945999999999536e-05
1.139999999999999927e-04 4.608221999999999872e-05
1.160000000000000007e-04 4.713613999999999353e-05
1.179999999999999951e-04 4.816354999999999730e-05
1.199999999999999895e-04 4.922630999999999388e-05
1.219999999999999974e-04 5.027138999999999371e-05
1.240000000000000054e-04 5.133540999999999712e-05
1.259999999999999998e-04 5.231360000000000003e-05
1.279999999999999942e-04 5.336625999999999479e-05
1.299999999999999886e-04 5.440755999999999446e-05
1.319999999999999830e-04 5.542992999999999803e-05
1.340000000000000045e-04 5.644093999999999972e-05
1.359999999999999989e-04 5.744941999999999383e-05
1.379999999999999933e-04 5.850080999999999462e-05
1.399999999999999877e-04 5.952064999999999738e-05
1.419999999999999821e-04 6.051272999999999619e-05
1.440000000000000036e-04 6.150605999999999435e-05
1.459999999999999981e-04 6.256882000000000448e-05
1.479999999999999925e-04 6.355206000000000830e-05
1.499999999999999869e-04 6.459842000000000958e-05
1.519999999999999813e-04 6.563215000000000823e-05
1.540000000000000028e-04 6.662927000000000725e-05
1.559999999999999972e-04 6.765163999999999726e-05
1.579999999999999916e-04 6.864749000000000231e-05
1.599999999999999860e-04 6.964209000000000122e-05
1.619999999999999804e-04 7.063669000000000013e-05
1.640000000000000019e-04 7.170828000000000456e-05
1.659999999999999963e-04 7.265744000000000954e-05
1.679999999999999907e-04 7.365330000000000173e-05
1.699999999999999851e-04 7.466809000000000358e-05
1.719999999999999795e-04 7.568288000000000543e-05
1.740000000000000010e-04 7.664845000000000642e-05
1.759999999999999954e-04 7.766324000000000827e-05
1.779999999999999898e-04 7.863007000000000254e-05
1.799999999999999842e-04 7.966506000000000802e-05
1.819999999999999786e-04 8.064451000000000421e-05
1.840000000000000001e-04 8.162901000000000130e-05
1.859999999999999945e-04 8.262866000000000113e-05
1.879999999999999890e-04 8.361947000000000596e-05
1.899999999999999834e-04 8.460902000000000396e-05
1.920000000000000049e-04 8.558598000000000215e-05
1.939999999999999993e-04 8.656669000000000516e-05
1.959999999999999937e-04 8.752846999999999852e-05
1.979999999999999881e-04 8.857608000000000593e-05
1.999999999999999825e-04 8.952775999999999746e-05
