# col1: I, col2: V, col3: R 
# 
0.000000000000000000e+00 1.254606999999999963e-05 0.000000000000000000e+00
8.601052366998134554e-05 1.382718000000000066e-05 1.607614906875150795e-01
1.720210473399626911e-04 1.514867999999999978e-05 8.806294482129203849e-02
2.580315710099440095e-04 1.933912000000000060e-05 7.494865812081076550e-02
3.440420946799253822e-04 1.694541599999999917e-04 4.925390311835219914e-01
4.300526183499067548e-04 2.291061499999999952e-04 5.327398095588171678e-01
5.160631420198880191e-04 2.793599299999999903e-04 5.413289716963239906e-01
6.020736656898693917e-04 3.250382900000000209e-04 5.398646519899917839e-01
6.880841893598507644e-04 3.674135700000000270e-04 5.339660112548406667e-01
7.740947130298321370e-04 4.073641600000000229e-04 5.262458884463417919e-01
8.601052366998135097e-04 4.454808299999999874e-04 5.179375859973723850e-01
9.461157603697947739e-04 4.821737399999999904e-04 5.096350364267683286e-01
1.032126284039776038e-03 5.171261100000000164e-04 5.010298817078385758e-01
1.118136807709757411e-03 5.510119500000000125e-04 4.927947512331872226e-01
1.204147331379738783e-03 5.837542299999999703e-04 4.847863835159784140e-01
1.290157855049720156e-03 6.154678500000000402e-04 4.770484848741870509e-01
1.376168378719701529e-03 6.462916099999999574e-04 4.696312021071636922e-01
1.462178902389682901e-03 6.763618699999999909e-04 4.625712140249059190e-01
1.548189426059664274e-03 7.057316099999999710e-04 4.558431921319700542e-01
1.634199949729645647e-03 7.378062099999999502e-04 4.514785416081178449e-01
1.720210473399627019e-03 7.661687399999999844e-04 4.453924399645304844e-01
1.806220997069608175e-03 7.939506199999999889e-04 4.395644947590002238e-01
1.892231520739589548e-03 8.212844900000000267e-04 4.340295999714645081e-01
1.978242044409570920e-03 8.478193299999999639e-04 4.285720912645152869e-01
2.064252568079552076e-03 8.741282800000000231e-04 4.234599455110441002e-01
2.150263091749533666e-03 8.994274700000000258e-04 4.182871730678279776e-01
2.236273615419514822e-03 9.246496800000000372e-04 4.134778828602956868e-01
2.322284139089496411e-03 9.493708000000000008e-04 4.088090617422130424e-01
2.408294662759477567e-03 9.747166899999999906e-04 4.047331520816260797e-01
2.494305186429459156e-03 9.992068399999999920e-04 4.005952621340381214e-01
2.580315710099440312e-03 1.021608000000000021e-03 3.959236445375241553e-01
2.666326233769421902e-03 1.046909699999999969e-03 3.926412630010279736e-01
2.752336757439403057e-03 1.069173299999999971e-03 3.884602046279722054e-01
2.838347281109384213e-03 1.090554699999999894e-03 3.842217290527430995e-01
2.924357804779365803e-03 1.114320399999999944e-03 3.810478998769687431e-01
3.010368328449346959e-03 1.138439399999999907e-03 3.781727934223965137e-01
3.096378852119328548e-03 1.159574700000000043e-03 3.744938056292189676e-01
