# col1: I, col2: V, col3: R 
# 
-1.128888123168505326e-03 -5.422788600000000205e-04 4.690650908025896793e-01
-1.117599241936820340e-03 -5.380480400000000121e-04 4.700174895337800862e-01
-1.106310360705135354e-03 -5.333931500000000043e-04 4.706060057759551829e-01
-1.095021479473450368e-03 -5.290865900000000371e-04 4.715247597227784082e-01
-1.083732598241765382e-03 -5.247674300000000017e-04 4.724510278925629359e-01
-1.072443717010080396e-03 -5.201402800000000642e-04 4.731096112107027185e-01
-1.061154835778395410e-03 -5.157516800000000500e-04 4.740070091948788700e-01
-1.049865954546710424e-03 -5.113580600000000370e-04 4.749189244976286806e-01
-1.038577073315025438e-03 -5.070363600000000678e-04 4.759199126380803113e-01
-1.027288192083340452e-03 -5.021782500000000196e-04 4.764207393520735190e-01
-1.015999310851655466e-03 -4.977366399999999698e-04 4.773426367715432050e-01
-1.004710429619970480e-03 -4.932735899999999380e-04 4.782639115050835166e-01
-9.934215483882854938e-04 -4.885593499999999660e-04 4.789532709169998514e-01
-9.821326671566005077e-04 -4.839524300000000207e-04 4.797677500781756810e-01
-9.708437859249155217e-04 -4.793997400000000065e-04 4.806570292412520873e-01
-9.595549046932305357e-04 -4.747549200000000390e-04 4.814712193542491359e-01
-9.482660234615455496e-04 -4.700848600000000405e-04 4.822781779426960069e-01
-9.369771422298605636e-04 -4.653605200000000396e-04 4.830466503407685464e-01
-9.256882609981755775e-04 -4.606273700000000052e-04 4.838243487251943087e-01
-9.143993797664905915e-04 -4.558904100000000159e-04 4.846170828693722732e-01
-9.031104985348056054e-04 -4.510802600000000159e-04 4.853485932354125176e-01
-8.918216173031206194e-04 -4.462271800000000349e-04 4.860504854219833137e-01
-8.805327360714356334e-04 -4.413312000000000073e-04 4.867216543386193028e-01
-8.692438548397506473e-04 -4.364781200000000263e-04 4.874596094534543456e-01
-8.579549736080656613e-04 -4.315783400000000039e-04 4.881625526788165303e-01
-8.466660923763806752e-04 -4.267252600000000229e-04 4.889393985745831284e-01
-8.353772111446956892e-04 -4.217346000000000397e-04 4.895725482379252869e-01
-8.240883299130107031e-04 -4.166909499999999953e-04 4.901587431078395785e-01
-8.127994486813257171e-04 -4.117167000000000352e-04 4.908466050847682394e-01
-8.015105674496407311e-04 -4.066541200000000082e-04 4.914436390444081315e-01
-7.902216862179557450e-04 -4.015195700000000287e-04 4.919666554086102872e-01
